Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh
PLASTIC,TONAL,PLASTonl,PLAS,"Plastic tonal sounds, with a musical quality. Probably pretty rare.","tonal, singing, ringing",塑料,音乐性,拨尺子、拨塑料、弹塑料、玩塑料、塑料乐器
RAIN,CLOTH,RAINClth,RAIN,"Rain on cloth, like a person's clothes, or more likely a patio umbrella, awning.","rain, cloth, jacket, umbrella, cotton",雨,布料,涼篷、雨篷、布、夹克、伞、棉
RAIN,CONCRETE,RAINConc,RAIN,Rain on asphalt or concrete or patio tile. Rain on a hard slappy solid surface.,"rain, cement, pavement, asphalt",雨,水泥,雨水、水泥、路面、沥青、瓷砖、岩石
RAIN,GENERAL,RAIN,RAIN,"General downpour, rain on mixed materials.","rain, rainstorm, downpour",雨,通用,雨、暴雨、倾盆大雨
RAIN,GLASS,RAINGlas,RAIN,"Rain on a glass roof like a sunroof, or rain blown against a window as well.","rain, glass, skylight, window, sunroof, greenhouse",雨,玻璃,雨、玻璃、天窗、窗户、遮阳顶、温室
RAIN,INTERIOR,RAINInt,RAIN,"Interior recordings of Rain, from inside house or barn, or vehicle.","rain, rainstorm, interior rain, windhield rain, rain on roof",雨,车内,雨、暴雨、室内雨、挡风玻璃雨、屋顶雨
RAIN,METAL,RAINMetl,RAIN,"Rain on a metal surface, so exterior rain on a car, or metal sheet, metal roof.","rain, metal, car, can, tin, roof",雨,金属,雨、金属、汽车、罐头、铁皮、屋顶
RAIN,PLASTIC,RAINPlas,RAIN,"Rain on plastic or vinyl surfaces, like a grill cover, or a plastic shed.","rain, plastic, vinyl, plexiglass",雨,塑料,雨、塑料、乙烯基、有机玻璃
RAIN,VEGETATION,RAINVege,RAIN,"Rain on plants, leaves and grass. Jungle or tropical rain on plant leaves.","Rain on a metal surface, so rain on a car, or metal sheet, etc.",雨,植物,雨水落在植物、树叶和草地上、丛林或热带雨林的雨水落在植物叶子上
RAIN,WATER,RAINWatr,RAIN,"Rain on water, puddles, lakes, ponds.","rain, puddle, lake, pond",雨,水,雨、水坑、湖泊、池塘
RAIN,WOOD,RAINWood,RAIN,"Rain on wood surfaces, so a deck for example.","rain, wood, deck, roof, shed, floor",雨,木质,雨、木、甲板、屋顶、棚、地板
ROBOTS,MISC,ROBTMisc,ROBT,Robot sounds not fitting another category in this list.,"automaton, droid, bot",机器人,杂项,自动机、机器人、机器人
ROBOTS,MOVEMENT,ROBTMvmt,ROBT,"Complex robot movement, servos, possible robot hovering and flying. See also MOTORS-SERVO.","servo, solenoid, mechanism, pneumatic, hydraulic, droid, bot",机器人,运动,伺服、螺线管、机械、气动、液压、机器人、机器人
ROBOTS,VOCAL,ROBTVox,ROBT,"Droid and robot vocals, R2D2 would go here. Any manner of vocalizing robot. More expressive than a beep/UI.","droid, chirp, beep, whistle, bot",机器人,语音,机器人、啁啾、哔哔声、口哨声、机器人
ROCKS,BREAK,ROCKBrk,ROCK,"Rock cracks, breaks, rips or shatters. More isolated and singular cracks and breaks.","Breaks, Cracks, Rips, Shatters, Crunches",岩石,打碎,断裂、裂缝、撕裂、破碎、嘎吱
ROCKS,CRASH & DEBRIS,ROCKCrsh,ROCK,"Rock crashes and debris, so a huge rock crash, collapse. Or isolated debris. See also NATURAL DISASTER-AVALANCHE.","Fall, Debris",岩石,碎片,掉落、碎片
ROCKS,FRICTION,ROCKFric,ROCK,"Rock creaks, scrapes... the stress of rock about to break.","Stress, Scrapes, Creaks, Squeaks, Screech",岩石,挤压,压力、擦伤、嘎吱、吱吱声、吱吱声
ROCKS,HANDLE,ROCKHndl,ROCK,"Rock handing, picking up or digging through rocks, bricks. Some overlap with ROCKS-MOVEMENT possible.","handle, grab, set, pickup, set down, toss, catch",岩石,抓取,挖掘机、抓握、放置、拾起、放下、抛掷、握住
ROCKS,IMPACT,ROCKImpt,ROCK,"Rock falling, dropping without breaking, or something hit with a rock, a big rock impact.","Hit, Drop, Impact, Crash, Clunk, Clang, Clink, Chop",岩石,打击,击中、掉落、撞击、跌落、哐啷、撞击声、叮当、猛击
ROCKS,MISC,ROCKMisc,ROCK,Rock sounds not fitting another category in this list.,miscellaneous,岩石,其他,各种各样的
ROCKS,MOVEMENT,ROCKMvmt,ROCK,"Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","Drag, Roll, Rattle, Shake",岩石,移动,拖动、滚动、嘎嘎声、摇晃
ROCKS,TONAL,ROCKTonl,ROCK,"Tonal rocks, probably pretty rare. Singing rocks.","Bowed, Ring, Wronk, Shing, Warp",岩石,音乐性,弓、石质乐器、玩石头、
ROPE,CREAK,ROPECreak,ROPE,"Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","stretch, tension, pull",绳索,作响,拉伸、拉紧、拉扯
ROPE,HANDLE,ROPEHndl,ROPE,"Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","handle, grab, set, pickup, set down, toss, catch",绳索,抓取,抓握、放置、拾起、放下、抛掷、握住
ROPE,IMPACT,ROPEImpt,ROPE,"Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","hit, drop, impact",绳索,打击,抽打、击中、掉落、撞击
ROPE,MISC,ROPEMisc,ROPE,Rope sounds not fitting another category in this list.,miscellaneous,绳索,杂项,各种各样的
ROPE,MOVEMENT,ROPEMvmt,ROPE,"Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","zuzz, zipline, zip, knot, tie",绳索,移动,滑索、拉链、结、领带
RUBBER,CRASH & DEBRIS,RUBRCrsh,RUBR,"Rubber items crashing, or rubber debris landing.","debris, scatter, plop",橡胶,碎片,碎片、分散、扑通
RUBBER,FRICTION,RUBRFric,RUBR,"Rubber squeaks, balloon squeaks, a rubber shoe squeak.","squeak, creak, drag, rub, scrape, groan",橡胶,挤压,吱吱声、拖拽、摩擦、刮擦、压力
RUBBER,HANDLE,RUBRHndl,RUBR,"Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","handle, grab, set, pickup, set down, toss, catch",橡胶,抓取,抓握、放置、拾起、放下、抛掷、握住
RUBBER,IMPACT,RUBRImpt,RUBR,"Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","smack, impact, hit, bounce, drop",橡胶,打击,敲击、撞击、弹跳、掉落
RUBBER,MISC,RUBRMisc,RUBR,Rubber sounds not fitting another category in this list.,miscellaneous,橡胶,其他,各种各样的
RUBBER,MOVEMENT,RUBRMvmt,RUBR,"Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","movement, drag, flap, flop",橡胶,移动,移动、拖拽、拍打、落下
RUBBER,TONAL,RUBRTonl,RUBR,"Rubber movement with a tonal quality, a musical quality.","tonal, rubber, singing",橡胶,音乐性,音调、橡胶、歌唱
SCIFI,ALARM,SCIAlrm,SCI,"Overly futuristic alarms, the kind you're hear on a spaceship","sci-fi alarm, alert, warning",科幻,警报,科幻警报、警报、警告
SCIFI,COMPUTER,SCICmpt,SCI,"Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","computer, console, interface, holoscreen",科幻,电脑,计算机、控制台、界面、全屏
SCIFI,DOOR,SCIDoor,SCI,That Star-Trek type door. Spaceship doors.,"sci-fi door, airlock",科幻,门,科幻门、气闸
SCIFI,ENERGY,SCIEnrg,SCI,"Energy particles, vortexes, transporters, holograms, force fields.","particle, vortex, transporter, hologram, force field",科幻,能量,粒子、涡流、转运体、全息图、力场
SCIFI,IMPACT,SCIImpt,SCI,"A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","energy hit, energy wave, force field",科幻,打击,能量冲击、波浪能、力场
SCIFI,MACHINE,SCIMach,SCI,"Future technology machines, transporters, food replicators.","teleporter, food replicators, holodeck",科幻,机械,传送器、食物复制器、全息成像、平台
SCIFI,MECHANISM,SCIMech,SCI,An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.,"tricorder, scifi device, gizmo",科幻,机械设备,三录仪、科幻设备、小发明
SCIFI,MISC,SCIMisc,SCI,SCI-FI sounds not fitting another category in this list.,miscellaneous,科幻,其他,各种各样的
SCIFI,RETRO,SCIRetro,SCI,"Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.",old sci-fi,科幻,复古,老式科幻
SCIFI,SPACESHIP,SCIShip,SCI,"Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","spaceship, ufo, mothership, battlecruiser, starship",科幻,太空船,宇宙飞船、不明飞行物、母舰、战列巡洋舰、星舰
SCIFI,VEHICLE,SCIVeh,SCI,"Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","moon rover, landspeeder, speeder bike, hoverboard, podracer",科幻,载具,月球车、陆行艇、超速自行车、悬浮滑板、飞梭赛车
SCIFI,WEAPON,SCIWeap,SCI,"Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","lightsabers, exotic weapon",科幻,武器,光剑、异种武器
SNOW,CRASH & DEBRIS,SNOWCrsh,SNOW,"Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","snowball, snow crash",雪,碎片,雪球、雪崩
SNOW,FRICTION,SNOWFric,SNOW,"Snow scrapes, squeaks. Sliing on snow, sledding.","stress, scrape, creak, squeak, screech",雪,挤压,压力、刮擦、吱吱声、吱吱声、尖啸
SNOW,HANDLE,SNOWHndl,SNOW,"Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","handle, grab, set, pickup, set down, toss, catch",雪,抓取,抓握、放置、拾起、放下、抛掷、握住
SNOW,IMPACT,SNOWImpt,SNOW,"A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","snowball, snow drift, topple, fall",雪,打击,雪球、雪飘、倾倒、飘落
SNOW,MISC,SNOWMisc,SNOW,Snow sounds not fitting another category in this list.,miscellaneous,雪,杂项,各种各样的
SNOW,MOVEMENT,SNOWMvmt,SNOW,"Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","wade, drag, plow, fumble",雪,移动,涉水、拖拽、犁地、摸索
SPORTS,COURT,SPRTCourt,SPRT,"Sports played on a court indoors or out, such a basketball, tennis.","basketball, tennis, fencing, volleyball, racquetball, badminton, netball, squash, dodgeball, shuffleboard, handball",运动,球类运动,篮球、网球、击剑、排球、壁球、羽毛球、无板篮球、壁球、躲避球、沙狐球、手球
SPORTS,FIELD,SPRTField,SPRT,Sports played on a field outdoors such as soccer and football.,"soccer, football, baseball, field hockey, cricket, rugby, polo, lacrosse",运动,户外运动,足球、橄榄球、棒球、曲棍球、板球、橄榄球、马球、长曲棍球
SPORTS,GYM,SPRTGym,SPRT,"Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","boxing, wrestling, gymnastics, weight training, martial arts, karate, judo, tae kwon do, dojo, kung fu",运动,健身,拳击、摔跤、体操、重量训练、武术、空手道、柔道、跆拳道、柔道、功夫
SPORTS,INDOOR,SPRTIndor,SPRT,Various indoor sports not able to be categorized elsewhere.,"bowling, billiards, ping pong, darts",运动,室内运动,保龄球、台球、乒乓球、飞镖
SPORTS,MISC,SPRTMisc,SPRT,Sport sounds not fitting another category in this list.,golf,运动,其他,高尔夫球
SPORTS,SKATE,SPRTSkate,SPRT,"Wheeled skating sports like skateboarding or roller skating, rollerblading.","skateboarding, roller skating, rollerblading, push scooter",运动,冰上运动,滑板、轮滑、旱冰、滑板车
SPORTS,TRACK & FIELD,SPRTTrck,SPRT,"Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","long jump, running, pole vault, shot put, javelin throw",运动,田径,跳远、跑步、撑杆跳、铅球、标枪投掷
SPORTS,WATER,SPRTWatr,SPRT,"Sports played in or on water, swimming, diving. Aquatic sports.","swimming, water polo, water volleyball, diving, water skiing, surfing, kiteboarding, scuba, snorkeling",运动,水上运动,游泳、水球、水排球、潜水、滑水、冲浪、风筝冲浪、水肺潜水、浮潜
SPORTS,WINTER,SPRTWntr,SPRT,"Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","skiing, snowboarding, bobsledding, ice skating, sledding, curling, ice hockey, luge, speed skating",运动,冬季运动,滑雪、单板滑雪、雪橇、滑冰、雪橇、冰壶、冰球、雪橇、速度滑冰
SWOOSHES,SWISH,SWSH,SWSH,"A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flutter, swing",嗖嗖声,嗖嗖声,嗖嗖、武术、呼啸而过、颤振、摇摆
SWOOSHES,WHOOSH,WHSH,WHSH,"A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.",woosh,呼呼声,呼呼声,呜呜
TOOLS,GARDEN,TOOLGrdn,TOOL,"Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","rake, hoe, spade, trowel, broom, pruning sheer, garden fork, tiller, loppers, shovel, weeder",工具,,耙子、锄头、铁锹、泥铲、扫把、修剪剪刀、花园叉、分蘖、园艺剪、铲子、除草机
TOOLS,HAND,TOOLHand,TOOL,"Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","hammer, screwdriver, pliers, wrench, ratchet, socket, hand saw, clamp, cutter, pry bar, chisel, scraper, staple gun, file, scissors",工具,手持,锤子、螺丝刀、钳子、扳手、棘轮、插座、手锯、夹钳、刀具、撬棒、凿子、刮刀、钉枪、锉刀、剪刀
TOOLS,MISC,TOOLMisc,TOOL,Tool sounds not fitting another category in this list.,miscellaneous,工具,其他,各种各样的
TOOLS,PNEUMATIC,TOOLPneu,TOOL,"Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","jackhammer, air tool, air ratchet, nail guns",工具,气动,手提钻、气动工具、气动棘轮、射钉枪
TOOLS,POWER,TOOLPowr,TOOL,"Tools that require power. A sander, electric drill, dremel tool, circular saw.","drill, power saw, circular saw, jigsaw, sander, belt sander, router, power screwdriver, heat gun, drill press, table saw",工具,电动,钻头、电锯、圆锯、线锯、砂光机、砂带机、槽刨机、电动螺丝刀、热风枪
TOYS,ELECTRONIC,TOYElec,TOY,"Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","remote controlled car, slot car, speak and spell, furby",玩具,电动,遥控车、老虎机、语音益智玩具、电子宠物
TOYS,MECHANICAL,TOYMech,TOY,"Wind up robots, things like that. Toys with some mechanism or mechanical component.","windup toy, toy robot, winding toy",玩具,机械,发条玩具、玩具机器人、发条玩具
TOYS,MISC,TOYMisc,TOY,Toy sounds not fitting another category in this list.,"action figure, doll, stuffed animal",玩具,杂项,动作人偶、娃娃、毛绒动物
TRAINS,BRAKE,TRNBrake,TRN,"Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","breaks, screech, grind",火车,刹车,断裂、尖叫、摩擦
TRAINS,CLACK,TRNClak,TRN,"Train clacks isolated, constant clacking of trains passing or running.",clack,火车,哐当,噼啪
TRAINS,DOOR,TRNDoor,TRN,"Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","train door, subway door",火车,门,火车门、地铁门、自动门
TRAINS,DIESEL,TRNDiesl,TRN,"Freight trains, large commercial diesel locomotives.",diesel train,火车,内燃机车,柴油火车
TRAINS,ELECTRIC,TRNElec,TRN,"Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","commuter train, regional train, city line, inter-city train, light rail",火车,电力机车,通勤列车、区域列车、城市线、城际列车、轻轨
TRAINS,HIGH SPEED,TRNHspd,TRN,"Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","hi-tech train, maglev, monorails, hyperloop, bullet train",火车,高速列车,高科技列车、磁悬浮列车、单轨列车、超级高铁、子弹头列车
TRAINS,HORN,TRNHorn,TRN,"Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","train horn, subway horn",火车,鸣笛,火车喇叭、地铁喇叭
TRAINS,INTERIOR,TRNInt,TRN,"Interior trains, from Diesel to Commuter, onboard train sounds.","commuter train, regional train, city line, inter-city train, light rail, freight train, subway, monorail",火车,车厢内,通勤列车、区域列车、城市线、城际列车、轻轨、货运列车、地铁、单轨列车
TRAINS,MECHANISM,TRNMech,TRN,"Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","shunt, decouple",火车,机械,分流、解耦
TRAINS,MISC,TRNMisc,TRN,Train sounds not fitting another category in this list.,miscellaneous,火车,杂项,各种各样的
TRAINS,STEAM,TRNSteam,TRN,"Old steam powered trains, big smoke stack chugs.","steam train, coal train",火车,蒸汽火车,蒸汽火车、煤炭火车
TRAINS,SUBWAY,TRNSbwy,TRN,"Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","metro, subway, the tube, rer",火车,地铁,地铁、地铁、管、快速铁路
TRAINS,TRAM,TRNTram,TRN,"Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","tram, trolley, cable car, funicular, grip car",火车,电车,电车、电车、缆车、索道缆车、抓地车
USER INTERFACE,ALERT,UIAlert,UI,"An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","alert, tone, text message, notification, startup",用户界面,警告,警报、提示音、短信、通知、启动
USER INTERFACE,BEEP,UIBeep,UI,"Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","computer beep, phone beep",用户界面,嘀嘟哔,电脑蜂鸣、手机蜂鸣
USER INTERFACE,CLICK,UIClick,UI,"Typing clicks, button press clicks, response to input.","click, tap, type",用户界面,点击,单击、点击、键入
USER INTERFACE,DATA,UIData,UI,"User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","data, processing, information, thinking",用户界面,数据,数据、处理、信息、思考
USER INTERFACE,GLITCH,UIGlitch,UI,On Screen Glitches or Static. Malfunctioning computer or OS.,"glitch, malfunction, failure, kernel panic, guru meditation error",用户界面,故障,故障、终结、失败、错误、
USER INTERFACE,MISC,UIMisc,UI,User Interface sounds not fitting another category in this list.,miscellaneous,用户界面,其他,各种各样的
USER INTERFACE,MOTION,UIMvmt,UI,"User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","swipe, scroll, zoom, page",用户界面,动态,滑动、滚动、缩放、翻页
VEGETATION,GRASS,VEGEGras,VEGE,Individual movement of grass elements in a studio or exterior environment.,"grass rustle, walk through, hay, wheat",植物,草,草沙沙声、走过、干草、小麦
VEGETATION,LEAVES,VEGELeaf,VEGE,Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.,"leaf swirl, leaf fall, leaves falling, leaf pile",植物,叶,叶漩涡、落叶、叶堆
VEGETATION,MISC,VEGEMisc,VEGE,Vegetation and Foliage sounds not fitting another category in this list.,foliage,植物,其他,叶子
VEGETATION,TREE,VEGETree,VEGE,Individual movement of tree and branch elements in a studio or exterior environment.,"tree fall, branch snap, branch break, twig",植物,树,树倒下、树枝折断、树枝折断、树枝
VEHICLES,ALARM,VEHAlrm,VEH,"Not sirens, but just Car alarms, car alarm arm and disarm chirps.","car, auto, automobile, car alarm, arm chirp, disarm chirp, fob",车辆,警报,汽车、汽车报警器、布防、撤防、遥控钥匙
VEHICLES,ANTIQUE,VEHAntq,VEH,"Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","car, auto, automobile, oldsmobile, model a, model t",车辆,古董车,汽车、轿车、机动车、奥尔兹莫比尔、老爷车、福特T型車
VEHICLES,ATV,VEHAtv,VEH,"All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","quad, three-wheeler, four-wheeler, quadricycle, dune buggy",车辆,全地形车,四轮车、三轮车、四轮车、沙滩越野车
VEHICLES,BICYCLE,VEHBike,VEH,"Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","bicycle, bike, recumbent, unicycle, tandem, bmx",车辆,自行车,单车、自行车、斜躺自行车、独轮车、双轮双座自行车、自从车越野赛
VEHICLES,BRAKE,VEHBrake,VEH,Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.,"brake squeal, screech, grind",车辆,刹车,刹车异响、异响、摩擦声、刺耳声
VEHICLES,BUS,VEHBus,VEH,"City buses, school buses, Greyhound buses.","city bus, school bus, greyhound bus, coach bus, tour bus, double decker",车辆,公交车,城市巴士、校车、灰狗巴士、长途巴士、旅游巴士、双层巴士
VEHICLES,CAR,VEHCar,VEH,"All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","car, auto, automobile",车辆,汽车,汽车、机动车
VEHICLES,CONSTRUCTION,VEHCnst,VEH,"Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","crane, bulldozer, backhoe, excavator, digger, forklift",车辆,工程车,起重机、推土机、挖土机、挖掘机、挖掘机、铲车
VEHICLES,DOOR,VEHDoor,VEH,"Car, van, truck. Their doors all go here.","car, auto, automobile, car door, van door, truck door",车辆,门,汽车、车门、货车门、卡车门
VEHICLES,ELECTRIC,VEHElec,VEH,"Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","segway, golf cart, electric scooter, electric car, electric motorcycle, tesla, electric gokart",车辆,电动,两轮电动平衡车、高尔夫球车、电动滑板车、电动车、电动摩托车、特斯拉
VEHICLES,EMERGENCY,VEHEmrg,VEH,"Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","fire truck, firetruck, ambulance, police car, SWAT van",车辆,紧急状态,消防车、消防车、救护车、警车、特警车
VEHICLES,FARM,VEHFarm,VEH,"I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","tractor, combine, husker, harvester",车辆,农场,拖拉机、收割机、脱壳机、骑乘式割草机
VEHICLES,FREIGHT,VEHFrght,VEH,"Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","big rigs, lorry, semi-truck, u-haul truck, penske, box truck, freight truck",车辆,货车,大型钻机、卡车、半卡车、U-haul 卡车、penske、箱式卡车、货运卡车
VEHICLES,GENERIC BY,VEHBy,VEH,"Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","car, auto, automobile, pass by",车辆,通用驰过,汽车、路过
VEHICLES,HORN,VEHHorn,VEH,Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.,"car, auto, automobile, car horn",车辆,鸣笛,汽车、汽车喇叭
VEHICLES,INTERIOR,VEHInt,VEH,"Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","car, truck, van, interior, driving, onboard, bus",车辆,车内,汽车、卡车、面包车、车内饰、驾驶、车载
VEHICLES,JALOPY,VEHJalop,VEH,"Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","car, auto, automobile, hoopty, clunker, junker, false start, misfiring, malfunctioning, misfire, backfire",车辆,熄火,汽车、hoopty、旧车、垃圾车、错误启动、熄火、故障、逆火
VEHICLES,MECHANISM,VEHMech,VEH,"Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","window crank, glove box, windshield, wiper, trunk, seat belt, seatbelt, turn signal, gear shift",车辆,设施,车窗曲柄、手套箱、挡风玻璃、雨刷、后备箱、安全带、安全带、转向灯、换档
VEHICLES,MILITARY,VEHMil,VEH,"Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","tank, APC, armored personnel carrier, humvee, jeep",车辆,军用,坦克、APC、装甲运兵车、悍马、吉普车
VEHICLES,MISC,VEHMisc,VEH,Vehicles sounds not fitting another category in this list.,snowmobile,车辆,其他,雪地摩托
VEHICLES,MOTORCYCLE,VEHMoto,VEH,"Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","scooter, motorcycle, motorbike, vespa, motocross, dirt bike",车辆,摩托车,滑板车、摩托车、vespa、摩托车越野赛、越野车
VEHICLES,RACING,VEHRace,VEH,"Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","car, auto, automobile, race car, drag race car, indy, formula 1, nascar, grand prix, monster truck",车辆,赛车,汽车、赛车、飙车、indy、方程式赛车、纳斯卡、大奖赛、怪物卡车
VEHICLES,SIREN,VEHSirn,VEH,"Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","ambulance, police, siren, fire truck, fire fighter",车辆,警报车辆,救护车、警察、警报器、消防车、消防员
VEHICLES,SKID,VEHSkid,VEH,"Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","tire skid, peel out, chuff, burnout",车辆,轮胎摩擦,轮胎打滑、剥落、引擎排气、爆胎
VEHICLES,SUSPENSION,VEHSusp,VEH,"Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","suspension, shock springs, squeak, rattle",车辆,悬挂,悬架、减震弹簧、吱吱声、嘎嘎声
VEHICLES,TIRE,VEHTire,VEH,"Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","tire, tyre, roll",车辆,轮胎打滑,轮胎、滚、轮箍
VEHICLES,TRUCK VAN & SUV,VEHTruck,VEH,"Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","car, auto, automobile, passenger truck, pickup truck, vans, suv, flatbed, ",车辆,厢式车,轿车、汽车、客车、皮卡车、面包车、SUV、平板车、
VEHICLES,UTILITY,VEHUtil,VEH,"Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side by side, rzr, ranger, cushman, gator",车辆,工具,沙滩越野车、排座式全地形车、双人车、全地域越野车、福特皮卡、多功能车
VEHICLES,WAGON,VEHWagn,VEH,"Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","wagon, stagecoach, buggy, carriage, wood cart",车辆,马车,马车、驿马车、马车、马车、木车
VEHICLES,WINDOW,VEHWndw,VEH,"Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","car, auto, automobile, automatic window, power window",车辆,窗,汽车、自动窗、电动窗
VOICES,ALIEN,VOXAlien,VOX,Weird alien vocals here.,"alien language, chewbacca",语音,外星人,外星语
VOICES,BABY,VOXBaby,VOX,"Very young babies through toddler, non-word vocals, cut vocals.","coo, babble, fuss, snuffle",语音,婴儿,细语、胡言乱语、大惊小怪、嘟囔
VOICES,CHEER,VOXCheer,VOX,A single person cheering. For a group use CROWDS-CHEERING.,"clap, boo, cheer, yay, shout, woohoo, holler",语音,欢呼,鼓掌、喝倒彩、欢呼、耶、呐喊、哇、喝彩
VOICES,CHILD,VOXChld,VOX,Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.,"child, teen, tween",语音,儿童,儿童、青少年、少年
VOICES,CRYING,VOXCry,VOX,A single person crying.,"cry, pout, sob, whimper, bawl, fuss, wounded",语音,哭泣,哭泣、噘嘴、啜泣、抽噎、呜咽、大哭、大惊小怪、受伤
